11	8	2	1	
16	38	2	1	
65	14	2	1	
174	10	2	1	
196	20	2	1	
222	4	3	1	
223	5	4	1	
241	12	6	1	
260	2	2	1	
262	16	2	1	
280	3	2	1	
281	2	2	1	
289	14	2	0	
297	5	4	1	
310	16	2	1	
313	2	2	1	
356	26	2	1	
357	14	2	1	
359	15	3	0	
371	10	2	1	
402	3	2	1	
418	16	2	0	
477	44	2	0	
510	15	3	0	
533	3	2	1	
544	4	3	1	
573	96	2	1	
650	12	2	1	
712	4	2	0	
723	12	2	1	
727	18	2	1	
783	2	2	1	
784	4	2	1	
785	14	2	1	
805	34	2	1	
807	2	2	1	
875	16	2	0	
881	4	3	1	
931	18	2	1	
943	4	3	1	
946	3	2	1	
947	2	2	1	
948	3	2	1	
961	2	2	1	
962	3	2	1	
971	8	2	1	
977	2	2	1	
995	24	2	0	
1017	18	2	0	
1045	18	2	1	
1061	5	4	1	
1084	5	4	1	
1086	6	2	1	
1090	4	3	1	
1099	4	3	1	
1103	40	2	1	
1105	80	2	1	
1110	14	2	1	
1117	5	4	1	
1119	3	2	1	
1305	76	2	1	
1306	82	2	1	
1317	36	2	1	
1318	22	2	0	
1322	12	2	1	
1337	36	2	1	
1474	20	2	0	
1567	10	2	1	
1698	30	2	1	
1845	18	2	1	
1946	84	2	1	
1969	32	2	1	
1980	28	2	0	
2123	33	3	1	
2124	4	3	1	
2131	78	2	1	
2134	58	2	1	
2227	28	2	1	
2272	24	2	1	
2293	94	2	1	
2317	94	2	1	
2334	30	2	0	
2374	38	2	1	
2420	26	2	1	
2421	36	2	1	
2478	28	2	1	
2497	86	2	1	
2511	120	2	0	
2713	64	2	0	
2768	3	2	1	
2770	3	2	1	
2827	68	2	1	
2915	20	2	1	
2943	24	2	1	
2968	56	2	1	
2993	74	2	1	
3018	48	2	1	
3024	5	2	1	
3026	42	2	0	
3046	38	2	1	
3047	38	2	1	
3049	38	2	1	
3054	40	2	1	
3091	66	2	1	
3093	56	2	1	
3094	52	2	1	
3108	76	2	1	
3117	36	2	1	
3119	104	2	0	
3136	26	2	0	
3140	20	2	1	
3279	38	2	1	
3301	12	2	1	
3358	98	2	1	
3359	96	2	1	
3416	50	2	1	
3485	15	2	0	
3521	30	2	1	
3526	66	2	0	
3568	42	2	1	
3585	64	2	1	
3604	44	2	1	
3606	42	2	1	
3609	62	2	0	
3616	34	2	1	
3739	48	2	1	
3780	24	2	0	
3977	96	2	1	
4026	34	2	1	
4101	22	2	0	
4108	104	2	1	
4212	60	2	1	
4274	64	2	1	
4277	40	2	0	
4278	24	2	1	
4283	52	2	1	
4407	20	2	1	
4424	90	2	1	
4534	44	2	1	
4610	22	2	0	
4650	12	2	1	
4685	12	2	1	
4720	104	2	1	
4733	36	2	1	
4757	22	2	1	
4807	16	2	0	
4837	16	2	1	
4842	32	2	1	
4867	66	2	1	
4873	2	2	1	
4875	2	2	1	
5063	62	2	1	
5173	30	2	1	
5192	32	2	1	
5204	44	2	0	
5233	70	2	1	
5234	2	2	1	
5235	2	2	1	
5238	2	2	1	
5314	50	2	1	
5382	32	2	1	
5388	90	2	1	
5389	74	2	1	
5424	16	2	1	
5432	72	2	0	
5455	24	2	1	
5519	60	2	0	
5534	34	2	1	
5561	22	2	0	
5565	28	2	1	
5600	112	2	0	
5627	24	2	1	
5628	38	2	1	
5637	42	2	1	
5649	168	3	0	
5653	119	2	0	
5708	22	2	1	
5727	3	2	1	
5777	86	2	1	
5799	27	3	1	
5845	48	3	1	
5889	36	2	1	
5937	34	2	0	
5943	5	4	1	
5966	92	2	1	
5975	2	2	1	
6049	36	2	1	
6125	8	2	1	
6200	26	2	1	
6214	8	2	1	
6233	18	2	1	
6254	34	2	1	
6309	64	2	1	
6311	64	2	1	
6319	36	2	1	
6323	5	3	0	
6324	8	2	1	
6325	6	2	1	
6326	4	2	1	
6327	5	3	0	
6328	5	3	0	
6331	4	3	1	
6333	5	2	1	
6344	5	2	1	
6345	5	2	1	
6346	5	2	1	
6348	3	2	1	
6351	9	3	1	
6356	4	3	1	
6371	4	3	1	
6382	5	4	1	
6383	5	4	1	
6384	5	4	1	
6389	5	4	1	
6391	5	4	1	
6392	5	4	1	
6393	5	4	1	
6425	22	2	1	
6426	8	2	1	
6427	8	2	1	
6428	8	2	1	
6429	8	2	1	
6430	8	2	1	
6431	8	2	1	
6432	11	2	1	
6439	18	2	1	
6478	11	2	1	
6487	68	2	1	
6498	13	2	1	
6531	50	2	0	
6545	54	2	1	
6547	24	2	1	
6588	8	2	1	
6589	20	2	1	
6591	8	2	1	
6592	6	2	1	
6594	6	2	1	
6610	44	2	1	
6641	42	2	1	
6666	26	2	0	
6668	38	2	1	
6677	52	2	1	
6678	24	2	1	
6686	28	2	1	
6688	26	2	1	
6690	48	2	1	
6699	46	2	1	
6705	28	2	1	
6711	24	2	1	
6749	20	2	0	
6763	24	2	0	
6764	22	2	0	
6765	64	2	1	
6766	32	2	0	
6767	48	2	1	
6775	14	2	0	
6776	26	2	1	
6778	38	2	0	
6780	24	2	1	
6781	30	2	0	
6786	54	2	0	
6787	72	2	0	
6788	78	2	0	
6795	26	2	0	
6883	24	2	0	
6901	10	2	1	
6905	12	6	1	
6907	18	2	1	
6908	30	6	1	
6909	12	6	1	
6910	40	2	1	
6955	16	2	0	
6956	20	2	0	
6958	22	2	0	
6961	24	2	1	
6966	18	2	1	
7042	14	2	0	
7043	20	2	0	
7044	28	2	1	
7045	16	2	1	
7065	45	3	1	
7069	34	2	1	
7070	26	2	1	
7071	30	2	1	
7072	32	2	1	
7080	30	2	1	
7091	20	2	1	
7094	34	2	1	
7095	22	2	1	
7109	22	2	1	
7110	22	2	1	
7111	26	2	1	
7112	24	2	1	
7115	32	2	1	
7142	48	2	1	
7179	28	2	1	
7187	28	2	1	
7188	38	2	1	
7237	18	2	0	
7239	12	2	0	
7243	16	2	0	
7246	14	2	1	
7268	20	2	1	
7269	24	2	1	
7270	12	2	1	
7272	18	2	1	
7278	4	2	0	
7355	28	2	1	
7432	18	3	1	
7434	18	3	1	
7486	30	2	1	
7488	16	2	1	
7489	18	2	1	
7490	28	2	1	
7492	16	2	1	
7496	28	2	1	
7569	72	2	0	
7589	40	2	1	
7597	26	2	0	
7602	30	3	0	
7612	11	2	0	
